Notes,Year,Year Code,Month,Month Code,State,State Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
,2018,2018,"Feb., 2018",2018/02,Florida,12,Other synthetic narcotics,T40.4,165,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Georgia,13,Other synthetic narcotics,T40.4,25,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Illinois,17,Other synthetic narcotics,T40.4,115,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Indiana,18,Other synthetic narcotics,T40.4,60,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Iowa,19,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Kentucky,21,Other synthetic narcotics,T40.4,72,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Louisiana,22,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Maine,23,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Maryland,24,Other synthetic narcotics,T40.4,178,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Massachusetts,25,Other synthetic narcotics,T40.4,137,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Michigan,26,Other synthetic narcotics,T40.4,118,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Minnesota,27,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Missouri,29,Other synthetic narcotics,T40.4,65,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,New Hampshire,33,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,New Jersey,34,Other synthetic narcotics,T40.4,147,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,New York,36,Other synthetic narcotics,T40.4,150,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,North Carolina,37,Other synthetic narcotics,T40.4,97,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Ohio,39,Other synthetic narcotics,T40.4,211,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Pennsylvania,42,Other synthetic narcotics,T40.4,142,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Rhode Island,44,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,South Carolina,45,Other synthetic narcotics,T40.4,47,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Tennessee,47,Other synthetic narcotics,T40.4,73,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Texas,48,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Virginia,51,Other synthetic narcotics,T40.4,64,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Washington,53,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,West Virginia,54,Other synthetic narcotics,T40.4,44,Not Applicable,Not Applicable
,2018,2018,"Feb., 2018",2018/02,Wisconsin,55,Other synthetic narcotics,T40.4,40,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Alabama,01,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Arizona,04,Other synthetic narcotics,T40.4,46,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,California,06,Other synthetic narcotics,T40.4,68,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Colorado,08,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Connecticut,09,Other synthetic narcotics,T40.4,78,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Delaware,10,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,District of Columbia,11,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Florida,12,Other synthetic narcotics,T40.4,132,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Georgia,13,Other synthetic narcotics,T40.4,44,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Illinois,17,Other synthetic narcotics,T40.4,137,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Indiana,18,Other synthetic narcotics,T40.4,68,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Kentucky,21,Other synthetic narcotics,T40.4,56,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Louisiana,22,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Maine,23,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Maryland,24,Other synthetic narcotics,T40.4,170,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Massachusetts,25,Other synthetic narcotics,T40.4,147,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Michigan,26,Other synthetic narcotics,T40.4,145,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Minnesota,27,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Missouri,29,Other synthetic narcotics,T40.4,75,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,New Hampshire,33,Other synthetic narcotics,T40.4,39,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,New Jersey,34,Other synthetic narcotics,T40.4,184,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,New Mexico,35,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,New York,36,Other synthetic narcotics,T40.4,169,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,North Carolina,37,Other synthetic narcotics,T40.4,93,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Ohio,39,Other synthetic narcotics,T40.4,230,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Oregon,41,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Pennsylvania,42,Other synthetic narcotics,T40.4,208,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Rhode Island,44,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,South Carolina,45,Other synthetic narcotics,T40.4,38,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Tennessee,47,Other synthetic narcotics,T40.4,70,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Texas,48,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Utah,49,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Vermont,50,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Virginia,51,Other synthetic narcotics,T40.4,76,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Washington,53,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,West Virginia,54,Other synthetic narcotics,T40.4,55,Not Applicable,Not Applicable
,2018,2018,"Mar., 2018",2018/03,Wisconsin,55,Other synthetic narcotics,T40.4,46,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Alabama,01,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Arizona,04,Other synthetic narcotics,T40.4,36,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,California,06,Other synthetic narcotics,T40.4,69,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Connecticut,09,Other synthetic narcotics,T40.4,55,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Delaware,10,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,District of Columbia,11,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Florida,12,Other synthetic narcotics,T40.4,159,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Georgia,13,Other synthetic narcotics,T40.4,36,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Illinois,17,Other synthetic narcotics,T40.4,130,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Indiana,18,Other synthetic narcotics,T40.4,67,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Kentucky,21,Other synthetic narcotics,T40.4,70,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Louisiana,22,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Maine,23,Other synthetic narcotics,T40.4,28,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Maryland,24,Other synthetic narcotics,T40.4,166,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Massachusetts,25,Other synthetic narcotics,T40.4,144,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Michigan,26,Other synthetic narcotics,T40.4,125,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Minnesota,27,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Missouri,29,Other synthetic narcotics,T40.4,62,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,New Hampshire,33,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,New Jersey,34,Other synthetic narcotics,T40.4,179,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,New York,36,Other synthetic narcotics,T40.4,179,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,North Carolina,37,Other synthetic narcotics,T40.4,111,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Ohio,39,Other synthetic narcotics,T40.4,206,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Oregon,41,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Pennsylvania,42,Other synthetic narcotics,T40.4,222,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Rhode Island,44,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,South Carolina,45,Other synthetic narcotics,T40.4,42,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Tennessee,47,Other synthetic narcotics,T40.4,54,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Texas,48,Other synthetic narcotics,T40.4,29,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Virginia,51,Other synthetic narcotics,T40.4,58,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Washington,53,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,West Virginia,54,Other synthetic narcotics,T40.4,42,Not Applicable,Not Applicable
,2018,2018,"Apr., 2018",2018/04,Wisconsin,55,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Alabama,01,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Arizona,04,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Arkansas,05,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,California,06,Other synthetic narcotics,T40.4,53,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Colorado,08,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Connecticut,09,Other synthetic narcotics,T40.4,66,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Delaware,10,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,District of Columbia,11,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Florida,12,Other synthetic narcotics,T40.4,207,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Georgia,13,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Illinois,17,Other synthetic narcotics,T40.4,126,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Indiana,18,Other synthetic narcotics,T40.4,45,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Kentucky,21,Other synthetic narcotics,T40.4,52,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Louisiana,22,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Maine,23,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Maryland,24,Other synthetic narcotics,T40.4,166,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Massachusetts,25,Other synthetic narcotics,T40.4,162,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Michigan,26,Other synthetic narcotics,T40.4,99,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Minnesota,27,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Missouri,29,Other synthetic narcotics,T40.4,68,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,New Hampshire,33,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,New Jersey,34,Other synthetic narcotics,T40.4,207,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,New York,36,Other synthetic narcotics,T40.4,202,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,North Carolina,37,Other synthetic narcotics,T40.4,103,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Ohio,39,Other synthetic narcotics,T40.4,239,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Oregon,41,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Pennsylvania,42,Other synthetic narcotics,T40.4,231,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Rhode Island,44,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,South Carolina,45,Other synthetic narcotics,T40.4,43,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Tennessee,47,Other synthetic narcotics,T40.4,62,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Texas,48,Other synthetic narcotics,T40.4,28,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Vermont,50,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Virginia,51,Other synthetic narcotics,T40.4,69,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Washington,53,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,West Virginia,54,Other synthetic narcotics,T40.4,49,Not Applicable,Not Applicable
,2018,2018,"May, 2018",2018/05,Wisconsin,55,Other synthetic narcotics,T40.4,54,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Arizona,04,Other synthetic narcotics,T40.4,52,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Arkansas,05,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,California,06,Other synthetic narcotics,T40.4,65,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Connecticut,09,Other synthetic narcotics,T40.4,83,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Delaware,10,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,District of Columbia,11,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Florida,12,Other synthetic narcotics,T40.4,158,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Georgia,13,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Illinois,17,Other synthetic narcotics,T40.4,113,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Indiana,18,Other synthetic narcotics,T40.4,59,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Kentucky,21,Other synthetic narcotics,T40.4,68,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Louisiana,22,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Maine,23,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Maryland,24,Other synthetic narcotics,T40.4,171,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Massachusetts,25,Other synthetic narcotics,T40.4,162,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Michigan,26,Other synthetic narcotics,T40.4,125,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Minnesota,27,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Missouri,29,Other synthetic narcotics,T40.4,78,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,New Hampshire,33,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,New Jersey,34,Other synthetic narcotics,T40.4,198,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,New Mexico,35,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,New York,36,Other synthetic narcotics,T40.4,201,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,North Carolina,37,Other synthetic narcotics,T40.4,137,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Ohio,39,Other synthetic narcotics,T40.4,228,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Oregon,41,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Pennsylvania,42,Other synthetic narcotics,T40.4,229,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Rhode Island,44,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,South Carolina,45,Other synthetic narcotics,T40.4,42,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Tennessee,47,Other synthetic narcotics,T40.4,65,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Texas,48,Other synthetic narcotics,T40.4,37,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Utah,49,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Virginia,51,Other synthetic narcotics,T40.4,63,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Washington,53,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,West Virginia,54,Other synthetic narcotics,T40.4,50,Not Applicable,Not Applicable
,2018,2018,"Jun., 2018",2018/06,Wisconsin,55,Other synthetic narcotics,T40.4,48,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Arizona,04,Other synthetic narcotics,T40.4,38,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Arkansas,05,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,California,06,Other synthetic narcotics,T40.4,77,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Connecticut,09,Other synthetic narcotics,T40.4,68,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Delaware,10,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,District of Columbia,11,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Florida,12,Other synthetic narcotics,T40.4,163,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Georgia,13,Other synthetic narcotics,T40.4,34,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Illinois,17,Other synthetic narcotics,T40.4,157,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Indiana,18,Other synthetic narcotics,T40.4,63,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Kentucky,21,Other synthetic narcotics,T40.4,70,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Louisiana,22,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Maine,23,Other synthetic narcotics,T40.4,29,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Maryland,24,Other synthetic narcotics,T40.4,142,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Massachusetts,25,Other synthetic narcotics,T40.4,165,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Michigan,26,Other synthetic narcotics,T40.4,158,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Minnesota,27,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Mississippi,28,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,Missouri,29,Other synthetic narcotics,T40.4,66,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,New Hampshire,33,Other synthetic narcotics,T40.4,46,Not Applicable,Not Applicable
,2018,2018,"Jul., 2018",2018/07,New Jersey,34,Other synthetic narcotics,T40.4,168,Not Applicable,Not Applicable
