Notes,Year,Year Code,Month,Month Code,State,State Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
,2001,2001,"Dec., 2001",2001/12,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Jan., 2002",2002/01,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Jan., 2002",2002/01,Florida,12,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2002,2002,"Jan., 2002",2002/01,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Feb., 2002",2002/02,California,06,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2002,2002,"Feb., 2002",2002/02,Texas,48,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2002,2002,"Mar., 2002",2002/03,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2002,2002,"Mar., 2002",2002/03,Florida,12,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2002,2002,"Mar., 2002",2002/03,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Apr., 2002",2002/04,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"May, 2002",2002/05,California,06,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2002,2002,"May, 2002",2002/05,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2002,2002,"May, 2002",2002/05,Texas,48,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2002,2002,"Jun., 2002",2002/06,Florida,12,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2002,2002,"Jun., 2002",2002/06,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Jul., 2002",2002/07,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Jul., 2002",2002/07,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2002,2002,"Aug., 2002",2002/08,California,06,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2002,2002,"Aug., 2002",2002/08,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Aug., 2002",2002/08,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Sep., 2002",2002/09,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2002,2002,"Oct., 2002",2002/10,Texas,48,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2002,2002,"Nov., 2002",2002/11,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2002,2002,"Dec., 2002",2002/12,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2003,2003,"Jan., 2003",2003/01,California,06,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2003,2003,"Feb., 2003",2003/02,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Feb., 2003",2003/02,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2003,2003,"Mar., 2003",2003/03,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2003,2003,"Apr., 2003",2003/04,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Apr., 2003",2003/04,Florida,12,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2003,2003,"May, 2003",2003/05,California,06,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2003,2003,"May, 2003",2003/05,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2003,2003,"Jun., 2003",2003/06,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Jul., 2003",2003/07,California,06,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2003,2003,"Jul., 2003",2003/07,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2003,2003,"Jul., 2003",2003/07,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2003,2003,"Aug., 2003",2003/08,Florida,12,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2003,2003,"Aug., 2003",2003/08,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2003,2003,"Aug., 2003",2003/08,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Sep., 2003",2003/09,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Sep., 2003",2003/09,Florida,12,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2003,2003,"Oct., 2003",2003/10,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2003,2003,"Oct., 2003",2003/10,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2003,2003,"Nov., 2003",2003/11,Florida,12,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2003,2003,"Dec., 2003",2003/12,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2004,2004,"Jan., 2004",2004/01,Florida,12,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2004,2004,"Feb., 2004",2004/02,California,06,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2004,2004,"Feb., 2004",2004/02,Florida,12,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2004,2004,"Mar., 2004",2004/03,California,06,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2004,2004,"Mar., 2004",2004/03,Florida,12,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2004,2004,"Mar., 2004",2004/03,North Carolina,37,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Apr., 2004",2004/04,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2004,2004,"Apr., 2004",2004/04,Pennsylvania,42,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"Apr., 2004",2004/04,Texas,48,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2004,2004,"May, 2004",2004/05,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"May, 2004",2004/05,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2004,2004,"May, 2004",2004/05,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2004,2004,"May, 2004",2004/05,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"May, 2004",2004/05,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Jun., 2004",2004/06,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Jun., 2004",2004/06,North Carolina,37,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Jun., 2004",2004/06,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Jul., 2004",2004/07,California,06,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2004,2004,"Jul., 2004",2004/07,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Jul., 2004",2004/07,North Carolina,37,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2004,2004,"Jul., 2004",2004/07,Ohio,39,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"Aug., 2004",2004/08,North Carolina,37,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2004,2004,"Sep., 2004",2004/09,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2004,2004,"Sep., 2004",2004/09,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2004,2004,"Sep., 2004",2004/09,Pennsylvania,42,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2004,2004,"Oct., 2004",2004/10,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Oct., 2004",2004/10,North Carolina,37,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2004,2004,"Oct., 2004",2004/10,Ohio,39,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Oct., 2004",2004/10,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2004,2004,"Nov., 2004",2004/11,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"Nov., 2004",2004/11,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2004,2004,"Dec., 2004",2004/12,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"Dec., 2004",2004/12,North Carolina,37,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2004,2004,"Dec., 2004",2004/12,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Jan., 2005",2005/01,Florida,12,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2005,2005,"Jan., 2005",2005/01,North Carolina,37,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2005,2005,"Jan., 2005",2005/01,Ohio,39,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Feb., 2005",2005/02,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2005,2005,"Feb., 2005",2005/02,Michigan,26,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Feb., 2005",2005/02,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Feb., 2005",2005/02,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Feb., 2005",2005/02,West Virginia,54,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Mar., 2005",2005/03,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Mar., 2005",2005/03,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Mar., 2005",2005/03,North Carolina,37,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Mar., 2005",2005/03,Ohio,39,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Mar., 2005",2005/03,Texas,48,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Apr., 2005",2005/04,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"May, 2005",2005/05,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Jun., 2005",2005/06,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Jun., 2005",2005/06,Florida,12,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2005,2005,"Jun., 2005",2005/06,North Carolina,37,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2005,2005,"Jun., 2005",2005/06,Texas,48,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Jul., 2005",2005/07,California,06,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Jul., 2005",2005/07,Florida,12,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2005,2005,"Aug., 2005",2005/08,Florida,12,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Aug., 2005",2005/08,Ohio,39,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Sep., 2005",2005/09,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Sep., 2005",2005/09,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Sep., 2005",2005/09,Ohio,39,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Oct., 2005",2005/10,California,06,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2005,2005,"Oct., 2005",2005/10,Florida,12,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Oct., 2005",2005/10,North Carolina,37,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2005,2005,"Oct., 2005",2005/10,Tennessee,47,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Nov., 2005",2005/11,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2005,2005,"Nov., 2005",2005/11,Michigan,26,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2005,2005,"Nov., 2005",2005/11,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2005,2005,"Nov., 2005",2005/11,Ohio,39,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2005,2005,"Dec., 2005",2005/12,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2005,2005,"Dec., 2005",2005/12,Florida,12,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2005,2005,"Dec., 2005",2005/12,Michigan,26,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2005,2005,"Dec., 2005",2005/12,Pennsylvania,42,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Jan., 2006",2006/01,California,06,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Jan., 2006",2006/01,Illinois,17,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Jan., 2006",2006/01,Michigan,26,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Jan., 2006",2006/01,North Carolina,37,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,California,06,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,Illinois,17,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,Michigan,26,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Feb., 2006",2006/02,Texas,48,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,California,06,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,Illinois,17,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,Michigan,26,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,New York,36,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,North Carolina,37,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Mar., 2006",2006/03,Ohio,39,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,Florida,12,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,Illinois,17,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,Michigan,26,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,North Carolina,37,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,Ohio,39,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Apr., 2006",2006/04,Texas,48,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,Illinois,17,Other synthetic narcotics,T40.4,49,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,Michigan,26,Other synthetic narcotics,T40.4,34,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,Missouri,29,Other synthetic narcotics,T40.4,25,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,New York,36,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,Ohio,39,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"May, 2006",2006/05,Texas,48,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,California,06,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Illinois,17,Other synthetic narcotics,T40.4,53,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Massachusetts,25,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Michigan,26,Other synthetic narcotics,T40.4,32,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Missouri,29,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,New York,36,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Ohio,39,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Jun., 2006",2006/06,Pennsylvania,42,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Florida,12,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Illinois,17,Other synthetic narcotics,T40.4,40,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Massachusetts,25,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Michigan,26,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Missouri,29,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,New York,36,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Ohio,39,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Jul., 2006",2006/07,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,California,06,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,Florida,12,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,Illinois,17,Other synthetic narcotics,T40.4,36,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,Maryland,24,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,New York,36,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,North Carolina,37,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Aug., 2006",2006/08,Texas,48,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,Illinois,17,Other synthetic narcotics,T40.4,35,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,Massachusetts,25,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,Michigan,26,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,Missouri,29,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,New York,36,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Sep., 2006",2006/09,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,California,06,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,Illinois,17,Other synthetic narcotics,T40.4,45,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,Kentucky,21,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,Michigan,26,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,Missouri,29,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,New York,36,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Oct., 2006",2006/10,Ohio,39,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,Florida,12,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,Illinois,17,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,Massachusetts,25,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,Michigan,26,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,North Carolina,37,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Nov., 2006",2006/11,Ohio,39,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2006,2006,"Dec., 2006",2006/12,California,06,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2006,2006,"Dec., 2006",2006/12,Illinois,17,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2006,2006,"Dec., 2006",2006/12,Missouri,29,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2006,2006,"Dec., 2006",2006/12,New York,36,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2006,2006,"Dec., 2006",2006/12,Ohio,39,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,Florida,12,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,Illinois,17,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,Michigan,26,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,New York,36,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2007,2007,"Jan., 2007",2007/01,Ohio,39,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,California,06,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,Florida,12,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,Massachusetts,25,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,New York,36,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,Ohio,39,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,Pennsylvania,42,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Feb., 2007",2007/02,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Mar., 2007",2007/03,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2007,2007,"Mar., 2007",2007/03,Colorado,08,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Mar., 2007",2007/03,Florida,12,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2007,2007,"Mar., 2007",2007/03,New York,36,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2007,2007,"Mar., 2007",2007/03,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
